ensembl_gene_id,symbol,logFC,t,P.Value
ENSG00000232869,TRBV29-1,-10.1513454,-10.68139009,1.39E-12
ENSG00000232871,SEC1P,0.494015969,0.368868297,0.714437597
ENSG00000232888,RPS11P5,-0.363569294,-0.813374454,0.421476789
ENSG00000232891,RP11-136K14.1,-3.823716501,-3.875983773,0.000443855
ENSG00000232907,DLGAP4-AS1,0.487997346,0.64283948,0.524498031
ENSG00000232912,RP5-1115A15.1,-2.386222228,-2.29854056,0.027590362
ENSG00000232931,LINC00342,-0.46927823,-0.950557761,0.348316843
ENSG00000232934,RP11-324O2.3,1.013672295,1.281821361,0.208292647
ENSG00000232938,RPL23AP87,-0.096032186,-0.169977798,0.866001756
ENSG00000232940,HCG25,-0.040781189,-0.052433687,0.958479872
ENSG00000232956,SNHG15,-0.692285896,-3.375976298,0.001806872
ENSG00000232977,LINC00327,2.48895458,2.163301009,0.03739729
ENSG00000232991,GACAT1,-0.236483088,-0.286123015,0.776462805
ENSG00000232995,RGS5,-0.934172277,-1.110416804,0.274354996
ENSG00000233006,AC034220.3,-2.93867237,-2.630572149,0.012566505
ENSG00000233010,RPEP4,0.063527732,0.059917547,0.952560538
ENSG00000233016,SNHG7,-0.146780463,-0.522583394,0.604541294
ENSG00000233038,AC011899.9,1.50833845,1.345031338,0.18722603
ENSG00000233048,RP5-1069C8.2,2.962689437,3.594859258,0.000985454
ENSG00000233056,ERVH48-1,-0.230795548,-0.311278032,0.757427193
ENSG00000233057,EEF1A1P14,-0.724253233,-0.695542447,0.491286768
ENSG00000233058,LINC00884,-1.770472354,-1.731928414,0.092051406
ENSG00000233070,ZFY-AS1,1.088904795,1.09525967,0.280848011
ENSG00000233072,RPS15AP6,2.061761277,2.047164518,0.048171031
ENSG00000233093,LINC00892,-4.477758328,-6.953452195,4.28E-08
ENSG00000233096,RP11-520A21.1,3.014801549,3.614058047,0.000933811
ENSG00000233108,AC006042.7,0.440869204,0.940041985,0.353608948
ENSG00000233129,RP5-837O21.2,-0.23193961,-0.331938004,0.741906507
ENSG00000233154,RP4-655J12.4,-0.901250502,-0.951340466,0.347925054
ENSG00000233170,RP11-863K10.4,0.031399621,0.027737538,0.978028306
ENSG00000233175,CTD-2020K17.3,-0.717360105,-0.715418453,0.479074124
ENSG00000233178,RP11-88I18.2,1.091233884,1.347480936,0.186443894
ENSG00000233184,RP11-421L21.3,-0.749879353,-1.610703437,0.116185686
ENSG00000233186,KLF4P1,-0.261919164,-0.216322323,0.829986544
ENSG00000233189,RPL12P29,-0.59844707,-0.637269237,0.528077076
ENSG00000233203,RP11-67L3.4,1.113459454,1.261605382,0.215395657
ENSG00000233220,LINC00167,-1.721637315,-1.580722973,0.122895571
ENSG00000233223,AC113189.5,0.135024788,0.151775025,0.880231816
ENSG00000233230,AC079807.2,-0.576229553,-0.626615246,0.534958569
ENSG00000233232,NPIPB7,-0.600649965,-0.643703877,0.523943795
ENSG00000233236,AP001171.1,3.12416539,2.790267244,0.008450853
ENSG00000233250,RP3-339A18.6,0.037509424,0.048915627,0.961263316
ENSG00000233261,LINC00264,-0.311501594,-0.498291465,0.621381047
ENSG00000233264,AC006042.8,0.67449411,0.566597592,0.574586494
ENSG00000233266,HMGB1P31,1.760300604,2.035572034,0.049383163
ENSG00000233270,SNRPEP4,-0.107719224,-0.28249101,0.779223183
ENSG00000233276,GPX1,-0.596336973,-2.177491866,0.03623951
ENSG00000233293,RP11-410N8.3,3.136896578,3.608995154,0.00094717
ENSG00000233297,RASA4DP,-1.612514029,-1.076688099,0.288951094
ENSG00000233306,TRGV2,0.425634688,0.37107949,0.712804657
ENSG00000233307,AC109815.2,-0.167102959,-0.209106985,0.83557138
ENSG00000233325,MIPEPP3,1.301284266,1.641340833,0.109641992
ENSG00000233328,PFN1P1,1.043113437,1.37991424,0.176324275
ENSG00000233334,FAM53B-AS1,1.488288277,1.27433559,0.210901896
ENSG00000233337,UBE2FP3,1.266500263,1.149860839,0.257961519
ENSG00000233340,RP11-25C19.3,0.763629721,1.083203059,0.286089989
ENSG00000233355,CHRM3-AS2,-2.791097734,-6.037062196,6.78E-07
ENSG00000233367,RP11-307L3.4,-0.32132725,-0.334495265,0.739992821
ENSG00000233369,GTF2IP4,1.155000391,3.73530905,0.000663197
ENSG00000233380,RPS2P48,-1.86711512,-2.981655179,0.005178024
ENSG00000233382,NKAPP1,1.023267996,1.410643,0.167135485
ENSG00000233387,RP11-342D11.3,-8.66451184,-7.7347451,4.28E-09
ENSG00000233392,AC104809.4,2.238666309,1.744453955,0.089816009
ENSG00000233406,RP11-296A18.5,0.260599695,0.465596996,0.644374902
ENSG00000233411,RP11-104L21.2,2.974902774,3.290361928,0.002281291
ENSG00000233426,EIF3FP3,-1.205179552,-2.505395771,0.017011168
ENSG00000233429,HOTAIRM1,1.534733142,3.183428257,0.003042038
ENSG00000233436,BTBD18,-1.614356852,-1.270654405,0.212194026
ENSG00000233441,CYP2AB1P,0.548902812,0.888239248,0.380447736
ENSG00000233451,RP11-301N24.3,-0.089575972,-0.127706298,0.899108937
ENSG00000233452,STXBP5-AS1,-0.542839759,-0.496268055,0.622793276
ENSG00000233461,RP11-295G20.2,-0.398181081,-0.593501224,0.556644363
ENSG00000233476,EEF1A1P6,-1.141348469,-3.27076527,0.002405532
ENSG00000233478,RP1-187B23.1,-1.805443893,-1.777161689,0.084192805
ENSG00000233483,CTD-2020K17.4,-1.4540439,-2.408160545,0.02141051
ENSG00000233493,TMEM238,-1.570513927,-4.539477173,6.34E-05
ENSG00000233527,ZNF529-AS1,0.329869501,0.778434568,0.441519643
ENSG00000233538,AC017104.2,-0.221717637,-0.276033784,0.78413793
ENSG00000233554,B4GALT1-AS1,1.61831109,1.366976796,0.180308556
ENSG00000233559,AC016831.7,-2.168423963,-3.654149364,0.000834264
ENSG00000233560,KRT8P39,0.848761317,0.728880048,0.470901894
ENSG00000233578,EIF4EP1,0.472437149,0.495397675,0.6234012
ENSG00000233579,KRT8P15,1.974656274,1.927369088,0.062042723
ENSG00000233585,AC115617.2,0.610471332,0.760803672,0.451846068
ENSG00000233593,RP4-665J23.1,0.41124364,0.406279728,0.686999065
ENSG00000233597,RP11-343B5.1,2.806655894,2.639715394,0.012288053
ENSG00000233609,RP11-62H7.2,-0.567919456,-0.603837874,0.549827309
ENSG00000233614,DDX11L10,0.92879033,1.141544853,0.261357499
ENSG00000233621,LINC01137,0.14575875,0.190057316,0.850357128
ENSG00000233622,CYP2T1P,2.255805436,2.521286082,0.016376385
ENSG00000233623,PGAM1P11,0.895014619,1.295885491,0.203456567
ENSG00000233646,OR52T1P,0.818331759,1.335529645,0.190283768
ENSG00000233654,AC093388.3,1.337916739,2.078767521,0.044998049
ENSG00000233661,SPIN4-AS1,0.306052305,0.309365919,0.758868942
ENSG00000233668,RP11-571F15.3,-1.093096376,-1.189407492,0.242248745
ENSG00000233672,RNASEH2B-AS1,-0.67754268,-0.966104912,0.340589377
ENSG00000233695,GAS6-AS1,-2.036844013,-1.522773948,0.136758404
ENSG00000233705,SLC26A4-AS1,-0.338655968,-0.426915545,0.672043421
ENSG00000233723,LINC01122,2.366792036,1.736771947,0.091181526
ENSG00000233730,RP4-666F24.3,-0.526215805,-0.813028964,0.421672213
ENSG00000233733,H2AFZP6,-0.815286657,-0.813517755,0.421395749
ENSG00000233741,AC016691.2,0.816747734,0.921266529,0.363188895
ENSG00000233747,RPL36AP13,1.580288208,1.623756751,0.11335954
ENSG00000233755,RP4-799D16.1,4.384667497,4.710681266,3.80E-05
ENSG00000233757,AC092835.2,2.22620973,1.91617089,0.063500636
ENSG00000233762,AC007969.5,-1.484059731,-5.466812537,3.84E-06
ENSG00000233776,LINC01251,4.941006538,4.273974323,0.000139339
ENSG00000233780,HNRNPA1P30,0.419814092,0.576649886,0.567849248
ENSG00000233791,LINC01136,-0.081599336,-0.083318501,0.934070792
ENSG00000233806,LINC01237,-1.168107189,-1.218188729,0.231262804
ENSG00000233822,HIST1H2BN,-0.242233222,-0.564033375,0.57631138
ENSG00000233825,RP11-135A24.4,-0.235153155,-0.582536999,0.56392198
ENSG00000233834,AC005083.1,3.107047129,2.142624673,0.039142958
ENSG00000233836,RP11-255H23.2,0.066359516,0.079697578,0.936929622
ENSG00000233844,KCNQ5-IT1,2.117413655,2.571807057,0.014499666
ENSG00000233845,AC093732.1,0.216906621,0.215112167,0.830922616
ENSG00000233848,RP3-348I23.2,0.194417759,0.255513595,0.799815124
ENSG00000233850,AC103563.8,-5.613455556,-4.944382306,1.88E-05
ENSG00000233851,LATS2-AS1,3.248289367,3.589815866,0.000999471
ENSG00000233852,AC005304.1,0.212860091,0.272118951,0.787121995
ENSG00000233862,AC016907.3,-0.280182298,-0.28272014,0.779048955
ENSG00000233864,TTTY15,-0.84036023,-3.630998157,0.000890422
ENSG00000233871,DLG5-AS1,1.862772377,1.865375385,0.070489918
ENSG00000233877,RP11-182I10.2,0.71012536,1.009080643,0.319829346
ENSG00000233892,PAIP1P1,0.580557226,0.76977387,0.446574508
ENSG00000233893,EZR-AS1,-2.222884824,-2.991557626,0.005046412
ENSG00000233901,LINC01503,1.845980566,1.935716002,0.060974897
ENSG00000233903,Z83851.4,1.408180437,1.517702006,0.13802943
ENSG00000233913,CTC-575D19.1,-0.783097697,-0.417364681,0.67894897
ENSG00000233916,ZDHHC20P1,0.975587,0.956810794,0.345195
ENSG00000233922,AL133493.2,-2.29665775,-2.466811703,0.018647282
ENSG00000233926,RP11-154D17.1,3.782091421,4.462152854,7.98E-05
ENSG00000233927,RPS28,-1.253636713,-3.864464641,0.000458772
ENSG00000233929,MT1XP1,0.822720275,1.097147729,0.280033319
ENSG00000233930,KRTAP5-AS1,-3.039929904,-3.468715779,0.001399977
ENSG00000233937,CTC-338M12.4,0.626765655,0.941670091,0.352786146
ENSG00000233954,UQCRHL,-0.41146249,-1.048443098,0.301587373
ENSG00000233968,RP11-354E11.2,1.432479454,1.211074545,0.233943381
ENSG00000233974,RP11-823P9.3,-0.080203362,-0.080874284,0.936000482
ENSG00000233975,RP11-288L9.1,1.800327762,1.860552643,0.071186515
ENSG00000234003,CTD-3105H18.11,-0.142806351,-0.136447829,0.892245459
ENSG00000234004,RP11-543B16.1,-2.497294154,-4.523788379,6.64E-05
ENSG00000234009,RPL5P34,-1.896727349,-5.068194173,1.29E-05
ENSG00000234015,RP11-125M16.1,-0.1932764,-0.240657971,0.811217812
ENSG00000234019,RP11-236P24.3,0.265179971,0.235119739,0.815479638
ENSG00000234028,AC062029.1,-1.311389734,-2.571018433,0.014527376
ENSG00000234031,RPS3AP44,-0.783327268,-0.847508023,0.4024437
ENSG00000234040,RP11-254B13.4,0.110837069,0.176388121,0.861000985
ENSG00000234043,RP11-56M3.1,1.361008624,1.206554819,0.235658275
ENSG00000234062,RP11-308D16.2,-0.095305663,-0.094456337,0.92528285
ENSG00000234072,AC074117.10,0.880531795,1.22531335,0.228601171
ENSG00000234084,RP3-388E23.2,1.36554989,1.630836978,0.111850394
ENSG00000234099,MTND4P11,-0.699057536,-0.714946922,0.479361837
ENSG00000234127,TRIM26,0.252570793,1.44420469,0.15753297
ENSG00000234129,RP11-120D5.1,0.336977685,0.287948599,0.775076443
ENSG00000234134,RP11-383C5.5,2.070067654,2.648728813,0.012019144
ENSG00000234136,AC055764.1,-0.517547162,-0.664048206,0.51099034
ENSG00000234141,AC009473.1,1.30168843,1.195996999,0.239700278
ENSG00000234160,RP11-613M10.6,-0.571968085,-0.8175927,0.419095242
ENSG00000234171,RNASEH1-AS1,-0.603129648,-1.727895038,0.092781081
ENSG00000234174,AC016683.5,0.635094023,0.632032353,0.531453731
ENSG00000234183,AC004854.4,-1.813744151,-2.182489227,0.035839443
ENSG00000234184,RP5-887A10.1,0.944271365,1.116532374,0.271765718
ENSG00000234185,RP5-1132H15.1,1.446488606,2.165648279,0.037203547
ENSG00000234193,AC097461.4,1.035220861,1.479924258,0.147797615
ENSG00000234219,CDCA4P4,-0.646614342,-0.632514766,0.531142203
ENSG00000234222,RP11-315I20.1,0.133209305,0.223958252,0.824085911
ENSG00000234224,TMEM229A,-0.022618552,-0.033149205,0.973743053
ENSG00000234229,LINC01505,3.187514168,4.466505807,7.88E-05
ENSG00000234231,AC093616.4,0.812755705,0.724104147,0.473792017
ENSG00000234261,RP11-146I2.1,1.079312634,0.784480568,0.438011205
ENSG00000234263,RP3-325F22.3,0.90110075,1.09476528,0.281061616
ENSG00000234274,COX7BP2,-0.850344389,-0.861993222,0.394531646
ENSG00000234284,ZNF879,0.800631669,0.678188566,0.502090836
ENSG00000234287,RP11-761N21.2,-1.185834495,-2.678117902,0.011179673
ENSG00000234290,AC116366.6,0.285924051,0.947729552,0.349734963
ENSG00000234292,RP11-213H15.1,1.607744605,1.80490602,0.079658653
ENSG00000234323,RP11-308N19.1,4.645158735,3.600354586,0.000970397
ENSG00000234327,AC012146.7,0.038960795,0.053683471,0.957491184
ENSG00000234329,RP11-767N6.2,0.51298774,0.535358732,0.595771637
ENSG00000234332,BCAS2P2,-2.213064938,-2.420551651,0.020797479
ENSG00000234336,JAZF1-AS1,4.026129301,4.055635041,0.000264088
ENSG00000234345,LL0XNC01-116E7.1,-0.154482184,-0.113428117,0.910336265
ENSG00000234354,RPS26P47,-1.617958598,-2.144133669,0.039013156
ENSG00000234380,LINC01426,0.530043633,0.540429251,0.592307816
ENSG00000234389,AC007278.3,5.227089175,4.97860385,1.69E-05
ENSG00000234390,USP27X-AS1,-0.293600484,-0.208773091,0.835830033
ENSG00000234393,RP11-211N11.5,0.17630224,0.169986713,0.865994797
ENSG00000234409,AC006547.14,0.993601835,0.846212919,0.403155911
ENSG00000234420,ZNF37BP,0.148934006,0.649878475,0.519993877
ENSG00000234444,ZNF736,-0.146842278,-0.231475656,0.81828698
ENSG00000234449,RP11-706O15.3,0.244617228,0.154902343,0.877784018
ENSG00000234456,MAGI2-AS3,-0.107865514,-0.09121517,0.927839255
ENSG00000234465,PINLYP,0.572479637,0.470248594,0.641081009
ENSG00000234485,OR7E46P,-0.17802615,-0.229261432,0.819993973
ENSG00000234492,RPL34-AS1,-1.066611635,-1.064459711,0.294375464
ENSG00000234494,SP2-AS1,0.393421899,0.38367525,0.703529209
ENSG00000234498,RPL13AP20,-1.771619535,-2.99321829,0.005024652
ENSG00000234500,GS1-124K5.10,0.732816285,0.973179867,0.337111091
ENSG00000234506,LINC01506,1.63302466,1.97735564,0.055882027
ENSG00000234509,AP000253.1,-1.036937427,-0.879714936,0.384986265
ENSG00000234511,C5orf58,-0.259290775,-0.37271376,0.711598649
ENSG00000234515,PPP1R2P1,0.98622549,1.159147986,0.254206809
ENSG00000234518,PTGES3P1,-1.085720858,-2.53801959,0.015731438
ENSG00000234527,PCDH9-AS1,0.418593515,0.675885546,0.503534432
ENSG00000234535,RP11-37L2.1,-0.433501533,-0.532508464,0.597722961
ENSG00000234537,RP11-100G15.7,-0.980258503,-1.125980908,0.267799691
ENSG00000234545,FAM133B,-0.141339684,-0.774174151,0.444001977
ENSG00000234546,RP3-510D11.2,-0.892299213,-1.226593759,0.228125253
ENSG00000234568,BIN2P1,0.826091863,1.266755467,0.213569084
ENSG00000234585,CCT6P3,-0.088884633,-0.272639966,0.786724664
ENSG00000234608,MAPKAPK5-AS1,-0.321408378,-1.710556528,0.095973141
ENSG00000234614,AL450992.2,-1.888769822,-1.662850517,0.105231784
ENSG00000234616,JRK,0.593284004,0.632389643,0.531222994
ENSG00000234617,SNRK-AS1,-0.563506059,-0.609748171,0.54594882
ENSG00000234630,LL22NC03-2H8.4,2.316526442,3.339966045,0.001993611
ENSG00000234636,MED14OS,1.057844461,1.490988297,0.144881305
ENSG00000234650,PCCA-AS1,2.176772498,2.414424148,0.021098606
ENSG00000234663,AC104820.2,0.109733798,0.141081529,0.888610652
ENSG00000234664,HMGN2P5,-0.139170173,-0.477376102,0.636048161
ENSG00000234665,RP11-262H14.3,0.042685248,0.038187755,0.969753962
ENSG00000234678,RP11-465N4.4,0.541085483,0.645495003,0.522796353
ENSG00000234684,SDCBP2-AS1,-0.946632414,-2.293562619,0.027905788
ENSG00000234690,AC073283.4,0.146151898,0.198117548,0.844094
ENSG00000234694,RP1-92O14.3,-0.080773212,-0.089310314,0.929342036
ENSG00000234699,RP11-225H22.4,3.77345133,3.181324201,0.003059191
ENSG00000234703,AF015262.2,0.357340729,0.510630934,0.612800388
ENSG00000234705,HMGA1P4,1.711027143,2.615214148,0.013047365
ENSG00000234709,UPF3AP3,-0.402524812,-0.415373975,0.680391879
ENSG00000234715,CTB-107G13.1,-1.727150149,-1.427105586,0.162369406
ENSG00000234719,RP11-166B2.1,-0.4656838,-0.394973649,0.695248056
ENSG00000234741,GAS5,-1.28476551,-5.689860344,1.95E-06
ENSG00000234742,AC144530.1,-1.691331703,-2.287455828,0.028297171
ENSG00000234745,HLA-B,0.093042267,0.587659756,0.560515751
ENSG00000234750,CTD-2666L21.2,1.405933296,1.709403031,0.096188717
ENSG00000234771,SLC25A25-AS1,-0.794427492,-2.844832098,0.007360679
ENSG00000234772,LINC00412,0.750316012,0.969759561,0.338789644
ENSG00000234776,C11orf94,-0.09615582,-0.085664922,0.93221869
ENSG00000234781,LINC01103,0.020339121,0.03335602,0.973579301
ENSG00000234797,RPS3AP6,-0.822706582,-2.204336913,0.034136173
ENSG00000234807,LINC01135,-0.077795336,-0.106616634,0.915699057
ENSG00000234814,SVILP1,-4.051850728,-4.021255899,0.000291825
ENSG00000234816,U91328.2,-1.408222518,-1.353112659,0.184655284
ENSG00000234832,RP3-322G13.7,0.849995705,1.280751201,0.208664161
ENSG00000234840,LINC01239,0.029834505,0.036289208,0.971256982
ENSG00000234864,AL022344.5,-0.192128191,-0.243644831,0.808921751
ENSG00000234869,RP3-439F8.1,1.927385009,2.192464525,0.035052593
ENSG00000234882,EIF3EP1,1.515062752,1.473351526,0.149552121
ENSG00000234883,MIR155HG,-1.512497928,-2.502306939,0.017137143
ENSG00000234911,TEX21P,1.610856832,1.544482702,0.131424299
ENSG00000234912,SNHG20,0.38407717,0.766161631,0.448692927
ENSG00000234925,ATP5HP4,1.237092838,1.298339662,0.202621484
ENSG00000234933,CDC42P1,1.195963221,1.477044466,0.148564309
ENSG00000234936,AC010883.5,0.09330497,0.121195962,0.904225726
ENSG00000234945,GTF3C2-AS1,0.171763633,0.323625338,0.748138612
ENSG00000234965,SHISA8,-3.096096713,-2.77781828,0.008719838
ENSG00000234975,FTH1P2,-0.564739272,-1.11778897,0.271235855
ENSG00000234981,RP11-534L20.4,0.238880365,0.236384176,0.814506111
ENSG00000234995,AC013429.5,-0.424251822,-0.441826598,0.661319972
ENSG00000234996,RP11-480I12.7,0.056177728,0.083823153,0.933672423
ENSG00000235010,RP11-140A10.3,-3.406720769,-3.353620494,0.001920726
ENSG00000235016,SEMA3F-AS1,0.600985385,1.628364444,0.112375524
ENSG00000235020,RP11-109I13.2,-0.137234095,-0.217620365,0.828982772
ENSG00000235027,AC068580.6,3.25500048,3.445384783,0.001493151
ENSG00000235034,C19orf81,3.272959402,3.330430526,0.002046071
ENSG00000235062,BCRP5,-0.959014744,-1.299637103,0.202181056
ENSG00000235065,RPL24P2,-1.124363963,-1.86290277,0.070846331
ENSG00000235066,AC009303.1,1.585013643,1.445639686,0.157132318
ENSG00000235072,AC012074.2,-0.864019401,-0.833306847,0.410296242
ENSG00000235090,RPL7L1P3,1.429080702,1.667708454,0.104256334
ENSG00000235092,ID2-AS1,2.271549236,2.300601579,0.027460707
ENSG00000235098,ANKRD65,0.725591845,0.957565873,0.344819288
ENSG00000235106,LINC00094,0.104248191,0.122053968,0.903551135
ENSG00000235109,ZSCAN31,-0.227180886,-0.651814986,0.518758389
ENSG00000235111,RP1-29C18.8,1.348221656,1.624024578,0.11330215
ENSG00000235128,AC013474.4,0.652495999,0.736852787,0.466099898
ENSG00000235138,RP11-374P20.4,0.655078927,0.594960795,0.55567917
ENSG00000235142,RP1-60O19.1,-0.518195777,-0.667041884,0.509099064
ENSG00000235145,RP11-533E19.3,0.579866458,0.531866922,0.598162585
ENSG00000235151,AC114730.2,-0.336425833,-0.331420007,0.742294345
ENSG00000235159,RP6-109B7.4,1.605782698,1.69029422,0.099819122
ENSG00000235162,C12orf75,1.11740696,3.433873242,0.001541291
ENSG00000235169,SMIM1,-0.266935616,-0.335275079,0.739409593
ENSG00000235172,LINC01366,-2.026988278,-1.838904333,0.074386326
ENSG00000235173,HGH1,0.950088996,3.054745734,0.004278067
ENSG00000235174,RPL39P3,-0.989071177,-2.535058039,0.015843859
ENSG00000235183,RP11-613C6.4,0.101694442,0.09602179,0.924048417
ENSG00000235185,RP5-1056L3.1,-1.510264299,-2.009409016,0.052217298
ENSG00000235192,AC009495.2,6.036352693,5.618159184,2.42E-06
ENSG00000235194,PPP1R3E,-1.077287792,-2.865490524,0.006983392
ENSG00000235204,RP11-121A14.2,3.246258562,3.218176727,0.00277164
ENSG00000235217,TSPY26P,-1.729779747,-1.32006538,0.195342132
ENSG00000235236,RP13-131K19.1,-1.282565125,-1.202844736,0.237072889
ENSG00000235245,RP11-122K13.12,0.246751897,0.304653929,0.762425548
ENSG00000235251,RP11-384B12.2,-4.80532842,-5.462113556,3.90E-06
ENSG00000235253,AC010240.2,0.014501696,0.012668849,0.989963596
ENSG00000235257,ITGA9-AS1,0.324560889,0.296391318,0.768674769
ENSG00000235262,KDM5C-IT1,1.389432997,1.453063087,0.155072546
ENSG00000235271,LINC01422,-1.27985171,-1.393849256,0.172109713
ENSG00000235280,MCF2L-AS1,-4.305329211,-3.527231581,0.00119023
ENSG00000235285,SMIM2-IT1,3.957752069,4.791224138,2.98E-05
ENSG00000235288,RP11-70C1.3,-0.143293213,-0.189301857,0.850944662
ENSG00000235290,HLA-W,-0.369772039,-0.421515424,0.675944364
ENSG00000235299,MRPL53P1,-0.905502189,-1.26544497,0.214032767
ENSG00000235300,THRA1/BTR,0.351383208,0.284668067,0.777568236
ENSG00000235304,LINC01281,-4.528396038,-3.431993823,0.00154929
ENSG00000235313,HM13-IT1,0.16196531,0.221778297,0.825769421
ENSG00000235314,LINC00957,-0.486521346,-0.7753658,0.443306826
ENSG00000235316,DUSP8P5,0.618216773,1.081447724,0.286858888
ENSG00000235319,AC012360.4,0.474500639,0.539380398,0.593023527
ENSG00000235328,AC006946.12,1.23608717,1.321842731,0.19475558
ENSG00000235354,CTA-276O3.4,1.206019601,1.793782506,0.081451057
ENSG00000235363,SNRPGP10,-1.002346678,-3.455970293,0.001450162
ENSG00000235374,SSR4P1,-0.990641126,-0.986061851,0.33083925
ENSG00000235381,RP11-477D19.2,0.515725896,0.529313451,0.599913895
ENSG00000235408,SNORA71B,-0.088597566,-0.098939005,0.921748567
ENSG00000235411,AC007041.2,0.049326473,0.051970989,0.958845923
ENSG00000235413,KRT18P63,2.747114473,2.325667184,0.025927186
ENSG00000235423,RP11-282O18.3,0.230883857,0.306690159,0.760887957
ENSG00000235437,LINC01278,1.385602974,7.098077565,2.78E-08
ENSG00000235453,TOPORS-AS1,-0.942844228,-3.072448371,0.004083499
ENSG00000235475,LINC01372,1.856845442,2.16322336,0.037403715
ENSG00000235499,AC073046.25,0.215317788,0.293358324,0.770972663
ENSG00000235501,RP4-639F20.1,-0.885208898,-0.839263042,0.406991261
ENSG00000235505,RP11-693N9.2,-1.240898786,-1.970331181,0.056714371
ENSG00000235508,RPS2P7,-1.217233569,-2.717208811,0.010147113
ENSG00000235513,RP4-756G23.5,0.259752667,0.255185292,0.800066649
ENSG00000235522,AC009505.2,-2.706775417,-2.797234045,0.008303718
ENSG00000235527,HIPK1-AS1,0.437579117,0.393042945,0.696660515
ENSG00000235531,MSC-AS1,-3.068129585,-2.412196764,0.021209045
ENSG00000235532,LINC00402,-9.483581554,-8.356358705,7.18E-10
ENSG00000235545,RP11-230B22.1,-0.263508537,-0.271097602,0.787901052
ENSG00000235552,RPL6P27,-1.243138657,-3.780092884,0.000583906
ENSG00000235559,NOP56P1,-0.177916989,-0.135406482,0.893062649
ENSG00000235560,AC002310.12,0.316373653,0.323352989,0.748343089
ENSG00000235565,RP11-86H7.7,0.088080022,0.131804093,0.895890509
ENSG00000235568,NFAM1,2.290853944,1.421871048,0.163873122
ENSG00000235576,AC092580.4,1.128040233,1.380867321,0.176033488
ENSG00000235586,AC011247.3,-2.124865327,-2.707808229,0.01038701
ENSG00000235609,AF127936.9,1.294098024,1.075594586,0.289433285
ENSG00000235613,NSRP1P1,-0.860949987,-0.690927793,0.494146962
ENSG00000235618,FAM21EP,1.081498378,1.328005382,0.19273225
ENSG00000235621,LINC00494,0.553531674,0.869511549,0.390463967
ENSG00000235641,LINC00484,3.49972618,3.223638491,0.002731278
ENSG00000235652,RP11-545I5.3,0.385538924,0.357344633,0.722969624
ENSG00000235655,H3F3AP4,0.416271957,1.587014976,0.121461771
ENSG00000235665,LINC00298,6.767444559,7.63837166,5.67E-09
ENSG00000235674,LDHAP2,3.075094639,3.381987272,0.001777379
ENSG00000235677,NPM1P26,0.804877893,0.889964231,0.379533505
ENSG00000235688,AC116614.1,-4.819155438,-6.960099734,4.20E-08
ENSG00000235700,CYCSP52,-2.479103929,-2.251419446,0.030708757
ENSG00000235703,LINC00894,0.662661342,0.890372877,0.379317132
ENSG00000235706,DICER1-AS1,-0.102257768,-0.126177462,0.900310139
ENSG00000235724,AC009299.2,0.070751643,0.087719695,0.93059711
ENSG00000235726,AC010148.1,0.178963203,0.174339261,0.862598703
ENSG00000235728,AC007349.5,2.982241488,2.41897212,0.020874726
ENSG00000235740,RP11-436I24.1,0.378350901,0.455674112,0.651425827
ENSG00000235750,KIAA0040,-1.319663208,-3.746225542,0.000642958
ENSG00000235772,AP001625.6,0.303287274,0.332087212,0.741794804
ENSG00000235777,DPYD-AS2,0.32212649,0.331903226,0.741932545
ENSG00000235781,XXbac-BPG249D20.9,2.045289419,2.138414717,0.039507116
ENSG00000235785,AL109767.1,-5.729163103,-5.775617516,1.50E-06
ENSG00000235790,RP11-73M7.6,1.242462123,2.051237326,0.047751401
ENSG00000235795,RP11-421L21.2,-1.075665457,-1.525612864,0.136051095
ENSG00000235822,LINC01073,0.798867622,1.175977813,0.24750405
ENSG00000235823,OLMALINC,1.006479791,1.951078122,0.059051079
ENSG00000235831,BHLHE40-AS1,1.318216155,1.51669488,0.138282942
ENSG00000235848,RMDN2-AS1,-0.03722988,-0.044176815,0.965013375
ENSG00000235852,AC005540.3,-0.63921511,-0.931181028,0.358109207
ENSG00000235859,AC006978.6,-0.427040908,-1.523785351,0.136506077
ENSG00000235863,B3GALT4,0.613645874,1.865614108,0.070455589
ENSG00000235865,GSN-AS1,5.312073161,5.81134772,1.35E-06
ENSG00000235869,RP1-102G20.4,0.87171449,0.952295618,0.347447341
ENSG00000235884,LINC00941,3.352133808,4.174028466,0.00018691
ENSG00000235890,TSPEAR-AS1,0.370437238,0.380897079,0.705571147
ENSG00000235912,RP1-159A19.3,-0.099958087,-0.212273399,0.83311942
ENSG00000235917,RP11-39K24.14,1.590553195,1.574213064,0.124393509
ENSG00000235919,ASH1L-AS1,-0.328380233,-1.439823863,0.158761097
ENSG00000235931,LINC01553,-0.283341869,-0.372853156,0.711495817
ENSG00000235944,ZNF815P,-2.711145767,-3.65861287,0.000823837
ENSG00000235945,AC002543.2,0.796094709,1.338922326,0.189187595
ENSG00000235947,EGOT,1.916284499,1.847152209,0.073153042
ENSG00000235954,TTC28-AS1,-0.168877948,-0.716072615,0.478675138
ENSG00000235957,COX7CP1,-1.04941394,-1.411999325,0.166738715
ENSG00000235958,UBOX5-AS1,0.389553723,0.581589657,0.564553026
ENSG00000235978,AC018816.3,0.433289196,1.058507226,0.297041528
